From,To,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO
02-10-2018 18:00,02-10-2018 18:15,28.4,984.9,156,31,65.5,1.6,69.4,0.2,2.4,24,25,0.5,62.9,33.4,23.1,16.8,0.4
02-10-2018 18:15,02-10-2018 18:30,28,985,156,31,70.1,1.6,49.6,0.3,2.8,24.9,25.9,0.1,64.9,34.5,18.2,16.9,0.4
02-10-2018 18:30,02-10-2018 18:45,27.7,985.1,155,39,70.9,1.1,173,0.4,3.1,26.7,26.2,1.3,77.9,42.1,11.3,16.6,0.4
02-10-2018 18:45,02-10-2018 19:00,27.8,985.4,155,39,70.9,1.2,131,0.3,3.5,29.1,25.6,9.3,88.5,54.8,6.5,16.9,0.4
02-10-2018 19:00,02-10-2018 19:15,27.8,985.6,155,39,71.7,1.2,106.6,0.2,4.8,46.6,23.7,24.6,90.4,68.3,5.2,17.2,0.5
02-10-2018 19:15,02-10-2018 19:30,27.1,985.6,155,39,72.6,1.1,134.5,0.4,6.7,63.2,26,21.4,86.4,63.3,5,17.6,0.6
02-10-2018 19:30,02-10-2018 19:45,27.7,985.6,218,64,72.7,1,152.3,0.4,7,64.5,27.4,29.1,83.6,68.2,5,17.6,0.6
02-10-2018 19:45,02-10-2018 20:00,27.2,985.8,218,64,75.8,1.2,121.3,0.3,8.3,72.5,27.1,28.3,76.7,63.9,5.3,17.9,0.7
02-10-2018 20:00,02-10-2018 20:15,27,985.8,218,64,75.8,1.3,95.9,0.3,10,86.8,27.4,30.5,79.6,67.2,5.4,18.3,0.8
02-10-2018 20:15,02-10-2018 20:30,26.9,985.8,218,64,76.9,1.1,129.9,0.3,12.1,92.4,27.9,29.2,82.3,67.5,6.1,18.1,0.9
02-10-2018 20:30,02-10-2018 20:45,26.8,985.7,240,79,78.8,0.9,167.8,0.6,18.2,99.3,29.8,25.7,77.8,62.3,5.6,17.5,1
02-10-2018 20:45,02-10-2018 21:00,27.3,985.7,240,79,73.4,0.8,168.3,0.8,27.4,118.9,30.4,22.5,76,58.7,4.8,16.4,1.1
02-10-2018 21:00,02-10-2018 21:15,27.9,985.7,240,79,65.1,0.7,172,0.9,24.3,115.8,28.9,15.4,75.5,52.7,4.6,15.6,1.1
02-10-2018 21:15,02-10-2018 21:30,27.3,985.6,240,79,65.1,0.8,171.3,0.6,16,91.3,27.4,17.3,71.7,52.2,4.1,15.4,1.2
02-10-2018 21:30,02-10-2018 21:45,27.3,985.6,206,53,63.1,0.9,161,0.7,10.9,69,26.2,24.2,72.5,58.3,4.3,16.1,0.3
02-10-2018 21:45,02-10-2018 22:00,26.9,985.5,206,53,65.4,0.8,163.6,0.7,9.5,64.3,24.8,30.6,70.8,62.6,4.1,15.8,0.4
02-10-2018 22:00,02-10-2018 22:15,26.8,985.4,206,53,63.1,0.8,166.8,0.7,9.5,67.8,23.6,34.3,70.9,65.7,3.7,16,0.4
02-10-2018 22:15,02-10-2018 22:30,26.6,985.2,206,53,64.7,0.9,166.9,0.7,9.6,69.2,23.6,41.9,67.7,70.4,4,16.4,0.4
02-10-2018 22:30,02-10-2018 22:45,25.1,985.1,179,41,69.7,0.8,168.4,0.5,9.5,68,23.5,42.2,72.5,73,4.3,16.7,0.5
02-10-2018 22:45,02-10-2018 23:00,25.2,985.1,179,41,74.8,1.1,142.7,0.3,9.3,69.1,22.7,41.6,65.3,68.5,3.6,16.2,0.5
02-10-2018 23:00,02-10-2018 23:15,25.1,985,179,41,73.9,1.1,140.4,0.2,8.9,69.1,22.2,46.4,66.8,73.3,4.2,15.7,0.5
02-10-2018 23:15,02-10-2018 23:30,23.9,982.8,179,41,75.6,1.1,112.6,0.2,8.9,69,24,49.8,67.9,76.7,4.7,15.7,0.5
02-10-2018 23:30,02-10-2018 23:45,25,984.9,179,48,71.9,1.6,34.7,0.5,8.9,66.2,22.3,52.3,68.3,79,4.7,15.6,0.6
02-10-2018 23:45,03-10-2018 00:00,24.5,984.7,179,48,74.3,1.2,111.5,0.1,8,62.1,21.5,49.1,68.5,76.5,5.1,15.1,0.6
03-10-2018 00:00,03-10-2018 00:15,24.2,984.7,179,48,76.3,1,139.6,0.3,7.4,59.8,21.2,48,65.9,74.2,5.4,14.8,0.6
03-10-2018 00:15,03-10-2018 00:30,24.2,984.6,179,48,77.3,1,147.1,0.3,7.8,59.7,21.5,48.3,65.9,74.5,5,14.1,0.7
03-10-2018 00:30,03-10-2018 00:45,24.3,984.6,179,47,76.4,1.3,54.3,0.2,8.7,60.7,21,50,64.1,75,4.6,14.4,0.7
03-10-2018 00:45,03-10-2018 01:00,24.3,984.5,179,47,75.5,1.5,41.9,0.3,15.9,69.5,20.4,45.7,64.1,71.3,5,15.6,0.7
03-10-2018 01:00,03-10-2018 01:15,23.9,984.4,179,47,76.8,0.9,312.6,0.1,19.3,73.2,23.4,41.9,62.9,67.7,5,16.4,0.7
03-10-2018 01:15,03-10-2018 01:30,24,984.3,179,47,76.3,1.2,94.9,0.1,18.2,70.7,25.1,50.6,61,73.7,5.3,16.8,0.7
03-10-2018 01:30,03-10-2018 01:45,24.2,984.2,160,61,73.7,1,162.9,0.2,16.1,66.4,22.8,38.4,62.7,64.7,5.9,17.2,0.7
03-10-2018 01:45,03-10-2018 02:00,24.4,984.1,160,61,72,0.8,179.5,0.4,11.6,60,27.9,29.2,82.3,67.5,5.3,18.1,0.9
03-10-2018 02:00,03-10-2018 02:15,24.8,984.1,160,61,68.3,0.9,181.7,0.3,9,50.1,29.8,25.7,77.8,62.3,5.4,17.5,1
03-10-2018 02:15,03-10-2018 02:30,25.3,984,160,61,65.4,0.7,184.6,1,8.7,41.5,30.4,22.5,76,58.7,6.4,16.4,1.1
03-10-2018 02:30,03-10-2018 02:45,25.4,984,125,70,64.8,0.7,187.3,1,8.6,42.4,20.5,15.4,42.8,22.4,10.9,16.4,0.7
03-10-2018 02:45,03-10-2018 03:00,24.9,984.1,125,70,67.7,0.9,166.8,0.4,7.6,35.3,18.6,17.3,38.8,19.8,13.2,17.4,0.7
03-10-2018 03:00,03-10-2018 03:15,24.5,984.1,125,70,70.4,0.9,171,0.4,5.6,28.1,19.3,0.3,48.2,25.9,7.8,17.8,0.7
03-10-2018 03:15,03-10-2018 03:30,24.3,984.2,125,70,71.5,1,117.9,0.1,4.9,26.3,19.7,2.5,50.3,28.8,6.6,18,0.7
03-10-2018 03:30,03-10-2018 03:45,23.9,984.3,108,48,74.6,1.2,66.5,0.2,5,26.6,19.7,0.8,49.4,26.9,6.4,16,0.4
03-10-2018 03:45,03-10-2018 04:00,23.4,984.5,108,48,78.2,1.6,30.2,0.5,4.8,26.6,19.4,5.5,47.7,29.9,5.2,17,0.3
03-10-2018 04:00,03-10-2018 04:15,23.2,984.4,108,48,79.8,1,136.1,0.3,4.5,25.9,18.2,26.7,56.5,51.8,4.3,16.4,0.3
03-10-2018 04:15,03-10-2018 04:30,23.1,984.6,108,48,81.4,1.4,40.5,0.3,4.4,26,20.2,33,56.2,56.8,5.1,16.4,0.3
03-10-2018 04:30,03-10-2018 04:45,23,984.6,110,53,82.1,1.4,55.1,0.3,5.2,40.8,21.2,49.5,61.1,72.8,5,16.6,0.3
03-10-2018 04:45,03-10-2018 05:00,22.8,984.8,110,53,83.8,1.4,43.6,0.4,5.5,43,27.7,66.3,62.8,87.6,4.7,16.1,0.2
03-10-2018 05:00,03-10-2018 05:15,22.8,985,110,53,84.7,1.4,33.4,0.4,5.9,50.5,24.7,86.4,65,104.9,5.1,16.4,0.2
03-10-2018 05:15,03-10-2018 05:30,22.7,985,110,53,86,1.4,51,0.2,7.9,95.6,21,113.8,67.1,128.6,5.9,16.3,0.2
03-10-2018 05:30,03-10-2018 05:45,22.3,985.2,149,70,88.6,1.6,40.7,0.4,11.8,144.5,25.2,122.3,67.3,135.5,5.6,16.2,0.2
03-10-2018 05:45,03-10-2018 06:00,22.1,985.4,149,70,89.3,2.6,53.6,0.4,11,162.3,25,112,67.8,127.4,5,16.4,0.2
03-10-2018 06:00,03-10-2018 06:15,22.5,985.5,149,70,86.2,8.6,111.6,0.2,10.4,161.7,26.5,78.6,55.3,93.8,4.9,16,0.2
03-10-2018 06:15,03-10-2018 06:30,22.5,985.7,149,70,86.9,22.4,143.7,0.2,9,129,28.4,64.8,49.7,79.3,8.7,15.3,0.2
03-10-2018 06:30,03-10-2018 06:45,23,985.9,196,102,85.7,46.2,82.8,0.2,7.5,69.5,28.7,54.6,50.4,71.3,6,15,0.2
03-10-2018 06:45,03-10-2018 07:00,23.9,986.1,196,102,83.8,75.8,37.6,0.3,8.5,52.3,30,52.1,47.3,67.6,6.3,15.5,0.2
03-10-2018 07:00,03-10-2018 07:15,25.4,986.1,196,102,78,109.7,95.7,0.1,9.2,55.4,29.4,38.4,55.3,61,7.4,15.8,0.3
03-10-2018 07:15,03-10-2018 07:30,26.8,986.2,196,102,71.5,140.8,159.8,0.5,9,57.6,27.6,41.4,57.4,64.5,9.2,16.5,0.3
03-10-2018 07:30,03-10-2018 07:45,27.9,986.5,256,135,64.5,183.4,155.7,0.6,8.9,63.3,27.1,37.5,69,68,8.3,18.1,0.3
03-10-2018 07:45,03-10-2018 08:00,28.8,986.7,256,135,61.4,219.4,142.7,0.5,10.2,60.8,26.1,37.5,85.2,76,8.6,22,0.4
03-10-2018 08:00,03-10-2018 08:15,29.5,986.8,256,135,60.4,261.4,153.8,0.5,10.2,52.2,20.3,53.2,101.8,97.5,9.3,24.1,0.4
03-10-2018 08:15,03-10-2018 08:30,30.2,986.9,256,135,55.1,207.8,168.2,0.9,9.7,60.2,24.8,30.7,106.8,82.1,12.2,24.4,0.4
03-10-2018 08:30,03-10-2018 08:45,31.1,987,267,106,50.3,353.1,167.7,0.6,11.7,72.3,25.2,20.8,88.8,64.2,15.8,24.7,0.4
03-10-2018 08:45,03-10-2018 09:00,32,987.1,267,106,48.1,382.5,165.6,0.6,10.2,63.8,22,19.3,87.6,62.4,20.6,23.3,0.4
03-10-2018 09:00,03-10-2018 09:15,32.6,987.3,267,106,44.9,410.2,131.4,0.4,8.3,51.8,21.5,17.9,99,67.3,25.3,22.1,0.5
03-10-2018 09:15,03-10-2018 09:30,32.7,987.4,267,106,46.6,438.9,155.9,0.7,8.1,51.5,23.1,20.1,118.3,79.3,27.6,17,0.5
03-10-2018 09:30,03-10-2018 09:45,29.3,987.4,284,86,52.4,471.7,148.7,0.4,8.4,47.6,23.3,12.9,97.7,62,37.3,16.4,0.3
03-10-2018 09:45,03-10-2018 10:00,34.3,987.3,284,86,38.5,513.2,141.1,0.3,9.7,52.5,21.4,11.2,82.2,52.9,49.2,23.6,0.4
03-10-2018 10:00,03-10-2018 10:15,34,987.3,284,86,37.8,547.1,166.5,1.1,10.2,51.7,22.4,7.7,63.2,40,57.8,24.7,0.4
03-10-2018 10:15,03-10-2018 10:30,34.5,987.2,284,86,37.2,561.7,156.8,1,6.5,39.9,22.5,4.3,49.1,29.6,77.1,23.4,0.4
03-10-2018 10:30,03-10-2018 10:45,34.8,987.1,219,46,35.4,503.1,169.3,1,5.9,39.1,21.9,3.3,49.1,28.8,95.5,20.5,0.4
03-10-2018 10:45,03-10-2018 11:00,34.8,986.9,219,46,33.7,396.5,183,1.1,5,35.3,20.9,1.8,41.5,23.7,107.2,20,0.4
03-10-2018 11:00,03-10-2018 11:15,35.3,986.7,219,46,32.3,609.1,168.8,0.8,5.6,34.9,21.4,0.9,36.7,20.4,110.6,18.9,0.3
03-10-2018 11:15,03-10-2018 11:30,35.8,986.5,219,46,32.6,610.4,162.1,0.4,5.6,34.2,21.4,112,45.7,24.3,117.6,18.7,0.3
03-10-2018 11:30,03-10-2018 11:45,35.7,986.4,186,39,32.5,628,174.5,1.2,5.3,34.1,21.9,1,42.2,23.2,126.4,18.8,0.3
03-10-2018 11:45,03-10-2018 12:00,35.3,986.2,186,39,34,632.4,170,1.4,5.8,45.4,28.4,64.8,29.8,15.5,135.5,18.6,0.2
03-10-2018 12:00,03-10-2018 12:15,35.6,986.1,186,39,34.6,630.1,180,1.5,7.8,50.8,22.4,0.8,33.3,18.4,141,18.5,0.2
03-10-2018 12:15,03-10-2018 12:30,35.6,985.9,186,39,34.1,624.3,169.5,1.5,5.7,48.4,22.5,2.5,29.4,17.7,133.3,17.9,0.1
03-10-2018 12:30,03-10-2018 12:45,35.7,985.6,190,38,33.6,623.4,172.4,1.6,4.9,61.3,22.7,38.4,30.6,16.2,147.5,17.9,0.1
03-10-2018 12:45,03-10-2018 13:00,35.9,985.5,190,38,33.5,599.6,175.7,0.8,4.4,56.5,23.1,0.3,35.6,19.2,162.3,18.3,0.1
03-10-2018 13:00,03-10-2018 13:15,35.8,985.4,190,38,33.1,584.9,1.1,0.5,4.6,65.7,21.6,37.5,29.4,14,159.3,18.7,0
03-10-2018 13:15,03-10-2018 13:30,36,985.2,190,38,31.6,572,354.6,0.5,4.6,54.4,21.7,37.5,25.6,13,142.2,18.6,0.4
03-10-2018 13:30,03-10-2018 13:45,36.2,985,164,33,31.7,556.1,8.3,0.7,3.6,40.4,20.3,2.3,23.8,14.5,141.6,17.9,0.4
03-10-2018 13:45,03-10-2018 14:00,36.6,984.7,164,33,29.4,537.2,122,0.1,2.6,31.3,22.3,1.3,27.6,15.7,113.9,17.9,0.4
03-10-2018 14:00,03-10-2018 14:15,36.4,984.6,164,33,31.3,502.1,129.5,0.4,2.7,29.7,22.1,20.8,27.3,14.6,120.7,16.5,0.4
03-10-2018 14:15,03-10-2018 14:30,36.5,984.4,164,33,30.9,471.8,157.6,0.7,2.5,27.3,22.7,0.9,29.1,16.1,120.8,16.6,0.4
03-10-2018 14:30,03-10-2018 14:45,36.5,984.2,141,33,30.1,424.2,30.4,0.1,2.8,35.3,22.8,1.6,28.4,16.4,132.1,15.9,0.5
03-10-2018 14:45,03-10-2018 15:00,36.2,984,141,33,31.9,396.9,170.9,1.2,2.4,30.2,22.6,0.5,23.3,12.9,122.9,15.3,0.5
03-10-2018 15:00,03-10-2018 15:15,36.3,983.8,141,33,31.8,358.7,167.2,0.9,2,30.4,23,0.5,35.5,19.3,127.6,15.3,None
03-10-2018 15:15,03-10-2018 15:30,36.7,983.8,141,33,31.6,315.6,79.9,0.4,2.1,31.1,23.3,0.2,30.1,16.2,142.9,15.5,0.4
03-10-2018 15:30,03-10-2018 15:45,35.8,983.8,162,28,36.4,265.3,30.4,1,2.9,44.9,23.9,0.6,33.6,18.3,161.7,24.7,0.4
03-10-2018 15:45,03-10-2018 16:00,35,983.8,162,28,36.5,222.2,15,1.4,2.4,49.2,23.8,1.1,38.1,20.8,138,16.5,0.3
03-10-2018 16:00,03-10-2018 16:15,34.8,983.8,162,28,40.7,181.6,20.3,1.2,2.6,55.8,24,0.7,42.1,23,131.4,17,0.3
03-10-2018 16:15,03-10-2018 16:30,33.9,983.8,162,28,43.3,142.2,31.7,1.4,2.4,55,24.9,1.6,39.8,22.5,141.2,17.3,0.3
03-10-2018 16:30,03-10-2018 16:45,33.3,983.9,188,44,46.4,82.1,33.1,1.3,2.4,41.7,25.7,1.4,37.5,21.1,156.2,17.9,0.3
03-10-2018 16:45,03-10-2018 17:00,32.8,983.8,188,44,47.4,52.7,26.4,0.9,2.6,45.1,24.4,0.8,44.3,24.2,140.7,18.3,0.3
03-10-2018 17:00,03-10-2018 17:15,32.2,983.9,188,44,47.3,34.7,38.1,1,2.5,45.6,22.6,0.4,43.8,23.7,140.2,19.1,0.3
03-10-2018 17:15,03-10-2018 17:30,31.6,984,188,44,48.5,14.4,38.1,0.9,2.8,52.4,22.9,1.2,47,26,119.6,20,0.3
03-10-2018 17:30,03-10-2018 17:45,29.9,984,206,52,55.8,7,49.5,0.2,2.7,37,23.3,1.5,47.4,26.4,92,19.7,0.4
03-10-2018 17:45,03-10-2018 18:00,28.8,984.2,206,52,58.8,3.2,62.7,0.2,2.8,34.3,23.2,0.7,51.1,27.7,82.7,19.3,0.4
03-10-2018 18:00,03-10-2018 18:15,28.1,984.4,206,52,62.5,1.7,46,0.3,3.1,35.6,24,0.4,72,38.7,64.1,19.2,0.4
03-10-2018 18:15,03-10-2018 18:30,27.6,984.6,206,52,66.3,1.5,33.8,0.3,3.6,41.5,26.2,0.3,83,43.8,43,18.9,0.4
03-10-2018 18:30,03-10-2018 18:45,27.3,984.7,189,57,66.1,1.5,47.7,0.3,4.6,51.8,29,0.4,108.6,58.1,26.1,18.5,0.5
03-10-2018 18:45,03-10-2018 19:00,27.3,984.8,189,57,66.9,1.4,65.2,0.3,5.1,57.6,24.3,19.1,127.9,83,13.7,18,0.5
03-10-2018 19:00,03-10-2018 19:15,27,984.9,189,57,69.9,1.2,96.6,0.2,6.2,71.5,30.7,25.8,134.1,92,6.9,17.9,0.6
03-10-2018 19:15,03-10-2018 19:30,27,985.2,189,57,69.7,1.1,157.2,0.3,8.4,88.7,28.1,47.3,141.8,113.7,6.3,18.1,0.7
03-10-2018 19:30,03-10-2018 19:45,27.1,985.4,254,80,70.3,1.1,157.4,0.2,11.1,103,25.3,58.9,139.3,122.1,5.7,18,0.8
03-10-2018 19:45,03-10-2018 20:00,26.7,985.7,254,80,73.1,1.4,54.7,0.4,11.6,108.2,25.6,58.2,129.5,116,6.1,18.4,1
03-10-2018 20:00,03-10-2018 20:15,26.7,985.9,254,80,73.3,1.5,46.6,0.4,12.5,113.7,27.3,60.4,127,116.8,6.4,18.5,1.1
03-10-2018 20:15,03-10-2018 20:30,26.8,985.7,254,80,75.1,0.8,173.2,0.3,12.3,113.7,29.1,54.6,127.3,112.2,7,18.4,1.2
03-10-2018 20:30,03-10-2018 20:45,26.5,985.8,320,108,79,1.1,128.7,0.2,13.2,131.8,29.3,64.4,116.7,114.4,7.7,18.1,1.3
03-10-2018 20:45,03-10-2018 21:00,26.2,985.9,320,108,80.2,1.5,47.9,0.4,15.1,163,39.6,118.8,120,160.6,7.8,18.5,1.5
03-10-2018 21:00,03-10-2018 21:15,26.2,985.9,320,108,80.2,1.2,43.7,0.2,16,183.6,34.8,117.6,126.8,163.5,6.5,18.3,1.7
03-10-2018 21:15,03-10-2018 21:30,26.1,986,320,108,82.4,1.3,52.2,0.3,18.2,205.3,33.7,117.8,120,159.9,7.6,17.9,1.9
03-10-2018 21:30,03-10-2018 21:45,26,986.1,372,128,82.2,1.2,22.4,0.3,20.2,215.5,30.8,145.3,121.6,183,7,17,0.3
03-10-2018 21:45,03-10-2018 22:00,26.7,986.2,372,128,78.3,1.2,8.8,0.3,22.7,232.2,34,108,107,145.1,7,17.7,0.7
03-10-2018 22:00,03-10-2018 22:15,27.9,986.3,372,128,71,1,336.4,0.5,25.8,239.8,30.2,45.8,97.6,87,6.8,17.3,0.8
03-10-2018 22:15,03-10-2018 22:30,28.7,986.4,372,128,67,1.1,357.9,0.4,22.3,201.8,31,2.5,75.8,42.4,10.5,17.2,0.9
03-10-2018 22:30,03-10-2018 22:45,27.8,986.4,334,112,69.8,1.4,34.8,0.5,14.6,188.8,31.1,2.8,71.3,40.2,12.4,17.8,0.9
03-10-2018 22:45,03-10-2018 23:00,27.5,986.4,334,112,69.4,1.4,14.7,0.6,8.4,190.8,29.5,4.8,80.9,46.9,9.5,19.2,0.8
03-10-2018 23:00,03-10-2018 23:15,27.5,986.1,334,112,68.4,1,24.6,0.2,7.3,181,28.7,5.9,79,46.8,10,19.8,0.7
03-10-2018 23:15,03-10-2018 23:30,26.2,986.1,334,112,75.6,1,113,0.2,7.1,166.2,28.7,3.8,79.7,45.4,9.5,20.3,0.7
03-10-2018 23:30,03-10-2018 23:45,25.5,986.2,273,112,79.3,1.3,54,0.3,7.2,157.7,28.1,12.7,81.6,53.6,8.4,20.3,0.6
03-10-2018 23:45,04-10-2018 00:00,25.3,986.1,273,112,80.5,1.3,24.2,0.4,7.3,156.3,24.7,27.7,82.3,66.3,7.6,19.4,0.5
04-10-2018 00:00,04-10-2018 00:15,25.3,986,273,112,80.8,1.1,72.7,0.2,7.4,155.8,27.1,17.6,81.4,57.7,7.2,18.9,0.5
04-10-2018 00:15,04-10-2018 00:30,25,986.1,273,112,82.5,1.2,54.7,0.3,7.3,143.3,27.1,19,79.1,57.6,5.7,18,0.4
04-10-2018 00:30,04-10-2018 00:45,24.8,986,218,97,84.1,1.4,49.2,0.3,6.8,122.9,27.4,15.5,75.3,52.6,5.6,17.8,0.4
04-10-2018 00:45,04-10-2018 01:00,24.6,985.9,218,97,84.9,1,110,0.2,6.4,112.6,28.4,10,69.9,45.4,6.3,17.2,0.3
04-10-2018 01:00,04-10-2018 01:15,24.3,985.9,218,97,86.2,1.5,35.8,0.4,6.3,102.5,31.1,12.6,75.1,50.1,5.7,17.5,0.3
04-10-2018 01:15,04-10-2018 01:30,24,985.7,218,97,88.7,0.8,177.6,0.3,9.8,89.2,33.4,10,65.7,43.2,6.1,17.2,0.2
04-10-2018 01:30,04-10-2018 01:45,24.1,985.9,207,113,88.1,1.1,105.3,0.2,13.3,87.6,30.3,1.1,57.6,31.6,11,17.4,0.2
04-10-2018 01:45,04-10-2018 02:00,24.2,986,207,113,89.3,1.5,24.8,0.5,11.1,78.1,29.1,54.6,127.3,112.2,7.9,18.4,1.2
04-10-2018 02:00,04-10-2018 02:15,24.5,986,207,113,87.5,1.2,49.8,0.3,9.4,64.8,29.3,64.4,116.7,114.4,5.9,18.1,1.3
04-10-2018 02:15,04-10-2018 02:30,25.3,986,207,113,82.4,1,130.2,0.3,8.9,66.8,39.6,118.8,120,160.6,5.6,18.5,1.5
04-10-2018 02:30,04-10-2018 02:45,25.6,986,221,116,81.9,0.6,180.1,0.7,8.2,79.2,26.6,64.3,93.4,101.8,5.9,18,0.1
04-10-2018 02:45,04-10-2018 03:00,25.9,986.2,221,116,81.2,0.7,174.1,0.6,8.9,89.5,25.2,27.3,78.6,63.9,5.6,19.5,0.1
04-10-2018 03:00,04-10-2018 03:15,26.2,986.3,221,116,78.8,0.6,174.7,0.5,8,111.6,26.3,9.1,59,39.1,6.9,20.5,0.1
04-10-2018 03:15,04-10-2018 03:30,25.9,986.3,221,116,81,0.8,166.7,0.8,6.2,178.3,29.2,11.2,65.3,43.6,6.9,20.2,0
04-10-2018 03:30,04-10-2018 03:45,25.5,986.4,216,112,83.4,0.9,143,0.4,5.3,142.2,31.6,14.3,57,42.1,6.7,17.3,0.8
04-10-2018 03:45,04-10-2018 04:00,25.2,986.3,216,112,84,1.2,50,0.4,4.7,57.4,31.9,10.7,56.4,38.8,7.1,18.5,0.3
04-10-2018 04:00,04-10-2018 04:15,25.4,986.2,216,112,80.5,1.4,24.1,0.7,4.6,32.7,31.2,3.1,54.3,31.4,8.6,18.4,0.3
04-10-2018 04:15,04-10-2018 04:30,25.6,986.3,216,112,79.2,1.4,29.5,0.9,5.1,29.5,29.6,1.9,47.6,26.8,11.7,18.5,0.3
04-10-2018 04:30,04-10-2018 04:45,25.2,986.3,182,85,80.9,1.4,29.6,0.7,5.1,29.9,28.6,7.3,48.4,31.8,10.9,18.6,0.3
04-10-2018 04:45,04-10-2018 05:00,24.5,986.4,182,85,84.1,1.1,86.1,0.2,4,28.3,29.8,3.5,45.7,27.1,9.6,19.2,0.2
04-10-2018 05:00,04-10-2018 05:15,24.2,986.4,182,85,85.8,1,144.5,0.2,3.3,25.9,31.6,1.2,42.3,23.4,11.4,17.5,0.2
04-10-2018 05:15,04-10-2018 05:30,24,986.4,182,85,87.8,1.3,55,0.6,3.2,25.2,30.6,2.5,46.8,27,8.3,16.2,0.1
04-10-2018 05:30,04-10-2018 05:45,24.7,986,147,67,84.2,1.1,63.1,0.6,3.3,26,29.3,0.3,39.7,21.4,11.7,15.8,0.1
04-10-2018 05:45,04-10-2018 06:00,24.9,986.3,147,67,82.8,1.8,45.8,0.1,3.9,30.5,27.8,19,39.6,20.9,13.6,15.9,0.1
04-10-2018 06:00,04-10-2018 06:15,24.1,986.5,147,67,87.3,5.6,58.9,0.1,4,36.2,27.5,15.5,40,20.7,10.1,15.3,0
04-10-2018 06:15,04-10-2018 06:30,23.8,986.7,147,67,89.2,13.5,161.6,0.4,4,37.4,27.5,7.1,48.4,32.1,7.6,15.2,0
04-10-2018 06:30,04-10-2018 06:45,23.7,987,160,66,90,23.5,38.3,0.3,4.2,37.4,27.5,12.8,57.2,40.8,6.2,15.2,0.3
04-10-2018 06:45,04-10-2018 07:00,24.7,987.3,160,66,86.1,61.8,14.4,0.7,4.5,39.1,26.5,35.8,58.2,59.9,6.2,14.6,0.2
04-10-2018 07:00,04-10-2018 07:15,26.3,987.5,160,66,77.2,114.4,44,0.7,4.8,44.1,32.8,29.2,59.1,55.6,7.3,15.2,0.2
04-10-2018 07:15,04-10-2018 07:30,26.7,987.7,160,66,76.4,105.6,162.6,0.8,5.9,47,27.5,9.4,59.3,39.4,10.7,15.8,None
04-10-2018 07:30,04-10-2018 07:45,27.6,987.9,229,91,72.6,181,154.3,0.7,5.8,42.4,27.6,8.2,51.6,34.1,14.8,16.8,None
04-10-2018 07:45,04-10-2018 08:00,28.4,988.1,229,91,69.7,216.3,158.6,0.8,5.9,44.1,27.7,7.7,51.2,33.5,19.3,18.3,None
04-10-2018 08:00,04-10-2018 08:15,29.4,988.3,229,91,66.8,226.7,162.5,0.9,5.7,43.3,28.9,11.5,77.3,50.1,19.3,20.1,0.1
04-10-2018 08:15,04-10-2018 08:30,29.7,988.5,229,91,65.8,219.6,178,1.3,5.6,41.8,31.7,16.3,89.4,61,17.4,21.5,0.1
04-10-2018 08:30,04-10-2018 08:45,30.4,988.6,262,96,62.2,320.7,135.7,0.5,7,48.7,33.9,14.4,84.5,56.7,24.4,21.6,0
04-10-2018 08:45,04-10-2018 09:00,31,988.8,262,96,60,352.9,119.4,0.5,7.4,48.8,32.6,9.1,83.8,52,34.8,21.7,0
04-10-2018 09:00,04-10-2018 09:15,31.6,988.9,262,96,58.2,387.9,131.4,0.5,7.2,47.5,30.1,6.9,73.2,44.5,44.9,20.9,0
04-10-2018 09:15,04-10-2018 09:30,31.9,989,262,96,57.9,414.3,129.5,0.4,7.3,51,30.1,4.4,69.6,40.5,45.4,20.8,0
04-10-2018 09:30,04-10-2018 09:45,32.3,988.9,262,99,55.9,432.8,169.9,0.8,7.4,43.5,31.9,10.6,84.9,53.7,41.6,18.4,0.3
04-10-2018 09:45,04-10-2018 10:00,32.5,988.9,262,99,58.1,464.6,76.9,0.4,6.1,35.4,31.3,12.8,95,61,41,19.7,0.4
04-10-2018 10:00,04-10-2018 10:15,33.2,988.7,262,99,52.5,490.9,31.7,0.3,5.9,34.5,33.6,10.8,95.6,59.6,55.7,20.2,0.4
04-10-2018 10:15,04-10-2018 10:30,32.9,988.7,262,99,54.6,431.8,50.7,0.9,6.2,35.9,36,7.8,95.1,56.9,60.6,21.2,0.4
04-10-2018 10:30,04-10-2018 10:45,32.9,988.6,256,106,54.7,442.6,44.7,0.7,6.1,37,37.4,9,97.6,59.2,69.8,21.3,0.4
04-10-2018 10:45,04-10-2018 11:00,33.5,988.6,256,106,51.6,360.5,42.6,0.9,6.6,46.7,37.4,5.2,86.4,50.2,99,20.9,0.5
04-10-2018 11:00,04-10-2018 11:15,33,988.5,256,106,51.9,481.5,16,1.4,7.9,47.6,37.8,3.1,75.4,42.7,133.6,22.5,0.5
04-10-2018 11:15,04-10-2018 11:30,34.3,988.2,256,106,46.8,487,124.6,0.4,7.2,70.6,38.6,1.8,67.2,37.2,154.9,23,0.5
04-10-2018 11:30,04-10-2018 11:45,35,988,252,96,42.3,501.5,45.9,0.2,7,49.1,40.7,1.2,45.7,25.3,167.9,26.3,0.4
