From,To,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO
17-10-2018 08:45,17-10-2018 09:00,28.8,989,333,50,52.7,304.8,131.7,0.3,6,31.1,44.3,4.1,68.1,39.6,58.9,19.7,0.7
17-10-2018 09:00,17-10-2018 09:15,29.4,989,333,50,50,337.9,137,0.8,6,30.9,46.5,7,68.5,42,61.4,19.7,0.7
17-10-2018 09:15,17-10-2018 09:30,29.8,989.1,333,50,48.3,260,135,0.6,6.3,31.5,46.9,3.7,65.2,37.8,74.2,19.3,0.6
17-10-2018 09:30,17-10-2018 09:45,30.6,989.2,None,50,45.7,258.8,121.6,0.7,6.2,31,46.3,3.4,60.4,34.9,89.8,None,0.6
17-10-2018 09:45,17-10-2018 10:00,31.2,989.1,327,48,45.2,420,89.2,0.4,5.7,28.5,45.7,3,61.5,35.1,97.5,22.3,0.6
17-10-2018 10:00,17-10-2018 10:15,31.8,989.1,327,48,43.1,434.4,166.3,0.8,5.5,28.6,46.5,2.9,64.4,36.8,107.4,25,0.6
17-10-2018 10:15,17-10-2018 10:30,32.3,989,327,48,39.3,455.3,161.9,0.8,6.4,32.7,46.6,2.1,47.9,27,121.9,25.1,0.5
17-10-2018 10:30,17-10-2018 10:45,32.5,988.8,None,48,39.8,270.8,153.2,0.6,8,34.6,46.2,1.3,51.9,28.6,137.8,25.2,0.6
17-10-2018 10:45,17-10-2018 11:00,32.3,988.5,301,47,36.6,346.6,156.9,0.9,6.3,33.1,44.2,3.8,57,33.4,137.4,24.4,0.5
17-10-2018 11:00,17-10-2018 11:15,33.8,988.2,301,47,34.4,162.5,168.9,0.7,6.2,42.1,43.4,0.8,58.8,31.9,153.1,22.4,0.5
17-10-2018 11:15,17-10-2018 11:30,33.9,988,301,47,32.2,165.6,154.9,0.6,8.5,40.3,42.4,0.8,71.7,38.7,165.2,23.2,0.5
17-10-2018 11:30,17-10-2018 11:45,34.4,987.7,None,47,31.2,347.5,175,0.9,9.6,39.5,40.3,1.7,66.8,36.8,187.7,25,0.5
17-10-2018 11:45,17-10-2018 12:00,34.2,987.5,271,46,29.6,509.2,175.1,0.4,8.1,49.4,38.9,None,58.1,30.9,188.5,24.5,0.5
17-10-2018 12:00,17-10-2018 12:15,34.2,987.3,271,46,26.7,500.8,162.1,0.7,7.1,49.8,37.2,None,43.2,22.9,184.8,23.9,0.3
17-10-2018 12:15,17-10-2018 12:30,34.4,987.2,271,46,25.6,481.7,226.6,0.1,6.1,52.9,36,0.4,43,23.1,198.4,25,0.3
17-10-2018 12:30,17-10-2018 12:45,34.3,986.8,None,46,24.7,505.9,346.3,0.1,6.1,44.2,34.2,None,38.1,20.2,159.9,24.4,None
17-10-2018 12:45,17-10-2018 13:00,34.5,986.7,263,50,23.4,505.3,7.7,0.4,6.2,40.4,31.7,0.7,30.4,16.7,150.3,22,0.1
17-10-2018 13:00,17-10-2018 13:15,34.5,986.6,263,50,24.5,480,355.7,0.7,4.7,33.9,31.1,1,28.7,16.1,176.3,21.9,0.1
17-10-2018 13:15,17-10-2018 13:30,34.8,986.2,263,50,23.9,459.7,64.6,0.1,3.5,29,31,None,25.7,13.5,175.2,21.5,0.1
17-10-2018 13:30,17-10-2018 13:45,34.9,986.1,None,50,21.3,449.2,28.6,0.2,3,25.2,29.8,None,28,14.4,123.8,20.3,0
17-10-2018 13:45,17-10-2018 14:00,35.2,985.9,217,38,19.7,434.5,190.6,0.3,2.8,19.4,27.1,1,23.3,13.3,102.9,18.5,None
17-10-2018 14:00,17-10-2018 14:15,34.8,985.7,217,38,20.1,411.4,162.6,0.5,2.3,16.9,25.2,None,25.7,13.6,105.1,18.4,None
17-10-2018 14:15,17-10-2018 14:30,35.1,985.6,217,38,21.3,382.4,210.3,0.3,1.7,14.9,25,0.2,26.1,14.1,110.7,16.9,None
17-10-2018 14:30,17-10-2018 14:45,34.9,985.4,None,38,20.3,345,317.9,0.1,1.9,18.2,24.7,0.2,24,12.9,107.1,16.1,None
17-10-2018 14:45,17-10-2018 15:00,34.7,985.3,136,24,21.6,320.5,133.1,0.1,2,19.4,23.9,None,25,13.1,114.8,15.8,None
17-10-2018 15:00,17-10-2018 15:15,34.8,985.2,136,24,22.2,289.8,150.6,0.1,1.8,16.1,24,None,29.5,15,124.1,16.1,0
17-10-2018 15:15,17-10-2018 15:30,34.2,985,136,24,23.3,245.7,168.5,0.7,2.2,17.9,24.8,0.8,31.8,17.5,101.6,16.1,0
17-10-2018 15:30,17-10-2018 15:45,34.1,984.9,None,24,22.9,207.9,162.3,0.3,2.1,17,23.1,0.9,35.2,19.4,98.7,None,0.1
17-10-2018 15:45,17-10-2018 16:00,33.6,984.8,146,23,23.3,174,181,0.6,2.4,23.9,21.4,1,34.7,19.3,93.2,16.3,0
17-10-2018 16:00,17-10-2018 16:15,33,984.8,146,23,25.4,139.5,91,0.1,2.4,34.2,21.2,None,33.4,17.8,85.2,16.5,None
17-10-2018 16:15,17-10-2018 16:30,31.6,984.8,146,23,31.1,77.4,101.8,0.1,2.7,35.6,22,0.6,33.6,18.4,77.6,17.5,None
17-10-2018 16:30,17-10-2018 16:45,29.5,984.7,None,23,35.2,47.2,134.3,0.2,2.6,27.4,23,1.2,39.8,22.1,62,15.7,None
17-10-2018 16:45,17-10-2018 17:00,28.9,984.8,199,29,38,35.5,51.6,0.2,2.6,22.7,23.7,0.4,46,24.9,52.3,14.5,0.2
17-10-2018 17:00,17-10-2018 17:15,27.5,984.9,199,29,40.9,22,106.6,0.1,2.7,20.5,25.4,0.7,58.6,31.9,41,14.8,0.3
17-10-2018 17:15,17-10-2018 17:30,26.3,985,199,29,44.9,10.3,29.8,0.1,3.3,20.4,25.6,1.2,69.2,37.8,29.5,15.1,0.4
17-10-2018 17:30,17-10-2018 17:45,25.4,985.1,None,29,48.8,3.2,36.6,0.1,3.5,23.2,24.2,10.7,89.3,56.8,14.1,15.5,0.5
17-10-2018 17:45,17-10-2018 18:00,24.5,985.1,207,31,50.2,1,134.3,0.1,3.7,25.5,26.1,26.8,105,78.3,4.6,15.5,0.7
17-10-2018 18:00,17-10-2018 18:15,24.3,985.2,207,31,47.9,0.6,182.6,0.3,4.3,31.3,20.6,72.2,119.8,122.6,4.2,16.5,1.5
17-10-2018 18:15,17-10-2018 18:30,24.1,985.5,207,31,48.3,1.3,36.5,0.3,4.8,35.7,34.3,59,117.1,110.3,3.7,17.2,1.2
17-10-2018 18:30,17-10-2018 18:45,23.8,985.6,None,31,51.5,1.2,31.5,0.2,8,64,28.4,100.2,123.4,147.2,3.8,17.1,1.9
17-10-2018 18:45,17-10-2018 19:00,23.5,985.5,211,30,53.9,0.5,176,0.4,6.9,57.7,30.9,181.1,132.7,215.9,5.1,18.3,2.8
17-10-2018 19:00,17-10-2018 19:15,23.5,985.8,211,30,53.7,1.2,53.5,0.2,12.4,106.7,47.6,217.4,133.9,246.9,5,23.6,None
17-10-2018 19:15,17-10-2018 19:30,23.2,985.9,211,30,54.2,1.4,34.2,0.4,16.2,241.5,37.4,180.3,128.3,214.8,4.6,24.7,2.7
17-10-2018 19:30,17-10-2018 19:45,22.8,986,None,59,54.9,1.4,37.3,0.4,20.4,277.2,36.5,189.9,121.2,219.3,4.7,27.5,3.1
17-10-2018 19:45,17-10-2018 20:00,22.4,985.9,343,59,56.6,1,70.4,0.2,20.7,300.9,44.9,282.8,128,299.9,5.4,29.7,4.2
17-10-2018 20:00,17-10-2018 20:15,22.6,985.9,343,59,60,0.9,120.1,0.2,22.6,392.5,48.8,353,138.2,361.4,5.1,28.7,5
17-10-2018 20:15,17-10-2018 20:30,22.3,985.8,343,59,62.5,0.8,152.4,0.3,25.5,344.7,52.7,298.3,116.9,305.6,4.1,27.7,4.6
17-10-2018 20:30,17-10-2018 20:45,21.9,986.1,None,59,64.4,1.4,52,0.3,28.7,323.2,47.5,300,120.7,308.8,4.1,27.5,None
17-10-2018 20:45,17-10-2018 21:00,22.1,986.1,544,80,65.7,1.3,42.4,0.3,26.7,303.5,48.3,295.7,121.4,305.1,4.6,27.1,4.8
17-10-2018 21:00,17-10-2018 21:15,22,986,544,80,70.8,0.9,123.3,0.2,27.2,335.8,49.3,278.1,111.1,285.9,5.4,26.1,5.2
17-10-2018 21:15,17-10-2018 21:30,21.6,986,544,80,72,1.2,58.3,0.3,29.7,415.7,49.1,285.4,117.8,295.5,4.6,25.3,5.2
17-10-2018 21:30,17-10-2018 21:45,21.5,986.1,None,80,71.3,1.3,41.3,0.4,34.6,None,48.3,300.6,134.1,316.7,4.8,None,5.2
17-10-2018 21:45,17-10-2018 22:00,21.8,986.1,552,85,69.3,1.4,40.5,0.4,38.2,485.6,48.7,312.9,142.2,330.8,4.8,23.7,5.2
17-10-2018 22:00,17-10-2018 22:15,21.7,986,552,85,71.1,1.1,20.1,0.3,37.8,374.3,49.6,299,136.7,316.5,4.7,22.1,5
17-10-2018 22:15,17-10-2018 22:30,21.3,986,552,85,73.4,1.2,41.1,0.3,33.5,321.4,49.9,277.1,137.7,299.2,4.7,20.9,4.9
17-10-2018 22:30,17-10-2018 22:45,21.3,986,None,85,74.8,1.1,80.5,0.3,30.5,288,49.4,294.2,136.4,312.4,5.2,19.9,5.1
17-10-2018 22:45,17-10-2018 23:00,21.6,986.1,465,75,74,1.2,58,0.3,29.8,282.5,50.3,281.1,131.4,299.9,5.2,19.9,4.9
17-10-2018 23:00,17-10-2018 23:15,21.7,986.2,465,75,74.8,1.3,48,0.4,31.4,283.2,50.9,296.1,135.3,313.4,5.7,19.7,5.1
17-10-2018 23:15,17-10-2018 23:30,21.7,986.1,465,75,77.4,1,102.5,0.2,30.8,253.7,53.5,309.4,141.1,327.2,6,20.2,5.4
17-10-2018 23:30,17-10-2018 23:45,21.7,986,None,75,77.9,0.7,158.3,0.3,31.1,252,54.9,258.8,131.6,280.7,5.9,20,5.1
17-10-2018 23:45,18-10-2018 00:00,21.4,986.1,521,80,79.7,1.3,37.4,0.4,36.7,318.2,55.9,272.8,124.6,288.8,6.9,18,5.2
18-10-2018 00:00,18-10-2018 00:15,21.1,986,521,80,81.9,1.3,45.8,0.3,36.2,308.6,58.3,282.1,123.3,295.7,6.8,16.7,5.3
18-10-2018 00:15,18-10-2018 00:30,21,985.8,521,80,81.1,1.1,79.6,0.2,35.5,302.8,57.7,270.5,128.8,289.3,5.8,16.8,5.1
18-10-2018 00:30,18-10-2018 00:45,21.2,985.9,None,80,80.3,1.1,47,0.3,36.4,300.5,56.2,249.1,135.1,275,6.1,17,None
18-10-2018 00:45,18-10-2018 01:00,21,985.9,560,88,82,1.3,53.9,0.3,33.2,276.6,55.3,257,120.7,274.8,None,16.8,4.3
18-10-2018 01:00,18-10-2018 01:15,20.9,985.9,560,88,81.7,1.3,32.4,0.3,32.1,265.6,56,250.8,115.2,265.7,None,18.5,4
18-10-2018 01:15,18-10-2018 01:30,21.3,985.6,560,88,79,0.8,148.8,0.1,34.1,280.3,51.8,214.3,110.2,233.6,None,20.1,3.5
18-10-2018 01:30,18-10-2018 01:45,20.9,985.8,None,88,80.3,1.2,35.1,0.4,34,270.6,47,194.7,104.6,214.4,6.2,20.6,3.1
18-10-2018 01:45,18-10-2018 02:00,20.7,985.9,488,89,80.6,1.4,37.5,0.5,32.2,247.9,None,None,None,None,5.3,None,None
18-10-2018 02:00,18-10-2018 02:15,21.1,985.9,488,89,78.1,1.2,30.4,0.4,28.9,222.1,None,None,None,None,5.2,None,None
18-10-2018 02:15,18-10-2018 02:30,21.3,985.9,488,89,76.4,0.9,56.5,0.2,26,193.6,None,None,None,None,5.4,None,None
18-10-2018 02:30,18-10-2018 02:45,21,985.9,None,89,79.6,0.9,90.2,0.2,22.6,155.8,43.7,82.7,105.1,122.5,5.8,16.9,1.6
18-10-2018 02:45,18-10-2018 03:00,21.3,985.9,420,81,80.4,1,79.2,0.2,20.9,134.5,46.4,74.3,100.1,113.8,12,18.4,1.5
18-10-2018 03:00,18-10-2018 03:15,21.2,985.9,420,81,82.1,0.8,110.6,0.2,21.6,141.5,47.7,67.4,103.3,109.9,27,19.8,1.5
18-10-2018 03:15,18-10-2018 03:30,20.9,985.9,420,81,84,0.8,160.8,0.3,21.1,138.6,48,68.7,99.8,109.1,42.1,21.1,1.4
18-10-2018 03:30,18-10-2018 03:45,20.6,986,None,81,86.3,0.6,173.9,0.3,20.8,137.5,46.1,74.2,94.6,110.8,54.5,None,1.5
18-10-2018 03:45,18-10-2018 04:00,21,986,393,86,84.6,0.6,172.6,0.5,21,141.9,54.9,141.2,100.8,168.8,105.1,24.4,2.1
18-10-2018 04:00,18-10-2018 04:15,20.6,986.2,393,86,87,1.4,23.3,0.4,21.4,158.9,51.6,132.8,93,158.1,113.3,25.6,2
18-10-2018 04:15,18-10-2018 04:30,20.3,986.1,393,86,88,1.2,34.8,0.3,23.7,213.6,46.9,169.9,101.6,192.4,128.1,25.1,2.3
18-10-2018 04:30,18-10-2018 04:45,20.1,986.1,None,86,89,1,15.1,0.2,23.2,208.9,47.9,183.8,106,206.2,127.5,25.1,None
18-10-2018 04:45,18-10-2018 05:00,20.5,986.2,411,84,87.5,1.1,49.1,0.3,23.4,226.4,48.6,172.3,105.1,196.2,103.7,25,2.5
18-10-2018 05:00,18-10-2018 05:15,21,986.4,411,84,85.8,1.2,57.2,0.5,23.2,231.9,50.5,150.2,108,180.7,73.7,24.7,2.1
18-10-2018 05:15,18-10-2018 05:30,21.1,986.5,411,84,86.2,1.3,27.9,0.4,22.8,227.6,55.3,128.2,104.9,160.7,60.6,24.4,1.9
18-10-2018 05:30,18-10-2018 05:45,21.5,986.6,None,84,84.7,1.2,53,0.6,21.5,205.3,53.8,100.4,107.5,139,38.8,23.9,1.8
18-10-2018 05:45,18-10-2018 06:00,22.2,986.7,362,79,81.8,1.4,50.9,0.5,19.5,186.2,48.5,81.2,107.3,123.3,25.3,23.3,1.5
18-10-2018 06:00,18-10-2018 06:15,21.7,986.7,362,79,84.8,3.8,35.1,0.3,16.8,157.6,49.9,84.7,101.5,123.1,22.8,22.9,1.4
18-10-2018 06:15,18-10-2018 06:30,21.3,987,362,79,87.7,14.7,33.6,0.5,13.7,126.1,50.6,85,98.7,121.9,21.1,22.3,1.3
18-10-2018 06:30,18-10-2018 06:45,21.4,987,None,79,87.7,30.5,57,0.2,13.5,124.2,56.8,109.2,94.3,139.3,21.6,22.1,1.6
18-10-2018 06:45,18-10-2018 07:00,22.5,987.1,328,61,82.4,48.5,58.6,0.6,13.6,120.5,62.7,98.6,100.2,133.8,21.3,22,1.5
18-10-2018 07:00,18-10-2018 07:15,23.6,987.3,328,61,77.9,61.4,57.7,0.6,14.3,124.1,55.6,78.1,109.4,121.8,17.8,22.1,1.4
18-10-2018 07:15,18-10-2018 07:30,24.3,987.5,328,61,75.9,99.9,50.3,0.7,13.7,130.6,49.6,66.7,114.3,115.2,14.9,23,1.2
18-10-2018 07:30,18-10-2018 07:45,24.9,987.6,None,61,73.2,90.1,68.2,0.6,12.2,125,54,39.7,112,91.9,10.4,25.3,0.9
18-10-2018 07:45,18-10-2018 08:00,25.8,987.8,345,66,70.2,153.8,80.8,0.4,11.7,120.4,54.1,20.2,108.7,74,9.6,26.7,0.7
18-10-2018 08:00,18-10-2018 08:15,25.7,987.9,345,66,69.5,133.7,128.6,0.4,10.5,108.6,53.1,19.7,113.9,76.7,10.1,27.7,0.6
18-10-2018 08:15,18-10-2018 08:30,26.5,988.1,345,66,66.5,224.4,67,0.8,9.2,90.4,55.8,9.1,82.3,51.3,22,27.2,0.4
18-10-2018 08:30,18-10-2018 08:45,27.1,988.3,None,66,64.7,266.4,48.9,1.1,8.7,78.5,52.4,9.2,86.3,53.3,28.4,26.5,None
18-10-2018 08:45,18-10-2018 09:00,27.8,988.3,316,53,62.5,293.8,65.8,0.8,7.7,63.2,51.3,4.7,66.2,39.1,43.1,24.1,0.5
18-10-2018 09:00,18-10-2018 09:15,28.3,988.5,316,53,60.6,291,49.5,0.9,6.3,46.6,51.7,3.5,66.2,38.1,53.5,24.1,0.6
18-10-2018 09:15,18-10-2018 09:30,28.3,988.4,316,53,60.4,198.7,79.5,0.7,5.8,44.9,52.4,5,70.9,41.8,56.1,24.6,0.6
18-10-2018 09:30,18-10-2018 09:45,28,988.4,None,53,61.2,199.5,81.1,0.6,6.2,59.8,53.1,3.2,74.1,42,60,None,0.7
18-10-2018 09:45,18-10-2018 10:00,29.3,988.4,291,45,58.2,359,54.8,0.9,6.6,72.6,53,4.5,76.1,44.2,62,23.6,0.7
18-10-2018 10:00,18-10-2018 10:15,30.2,988.3,291,45,52.8,429.4,110,0.8,6.4,54.8,53.3,2.3,71.4,39.9,67.2,23.9,0.5
18-10-2018 10:15,18-10-2018 10:30,30.7,988.1,291,45,50.5,439.4,91.8,0.6,6.8,64.4,54,4.3,60.2,35.6,77,23.8,0.4
18-10-2018 10:30,18-10-2018 10:45,30.7,988,None,45,50.1,286,56.3,1.1,6.4,52.8,53.9,3.3,60.5,34.7,83,None,0.4
18-10-2018 10:45,18-10-2018 11:00,30.8,987.8,310,40,49.1,332.8,64.5,0.8,5.7,36.9,52.8,3.4,61.6,35.5,95.4,22.4,0.4
18-10-2018 11:00,18-10-2018 11:15,31.9,987.6,310,40,45.9,188.8,102.4,0.5,5.7,41.2,53.1,3,59.6,34.1,100.4,22.5,0.4
18-10-2018 11:15,18-10-2018 11:30,32.8,987.4,310,40,41,185,112.4,0.4,6.2,46.3,53.4,2.9,49.3,28.5,100,22.1,0.2
18-10-2018 11:30,18-10-2018 11:45,32.7,987.2,None,40,39.8,368.4,110,0.5,6.1,39.9,49.9,3.4,44.2,26.2,104.5,21.2,0.1
18-10-2018 11:45,18-10-2018 12:00,32.2,987,268,41,39.9,361.8,127,0.5,6.4,34.4,43.6,2.6,30.7,18.5,119.7,21.4,0.1
18-10-2018 12:00,18-10-2018 12:15,33.1,986.7,268,41,38.9,521.8,112,0.3,6,31.8,44.7,2.6,33,19.6,128.9,21.9,0.1
18-10-2018 12:15,18-10-2018 12:30,33.6,986.5,268,41,38.7,493.3,140.7,0.8,5.1,29.6,47,1.2,34.1,19.2,138.7,22.3,0.1
18-10-2018 12:30,18-10-2018 12:45,33.6,986.2,None,41,39,478.3,129.6,0.7,5.5,29.5,48.4,1.4,36.8,20.7,137.6,21.6,None
18-10-2018 12:45,18-10-2018 13:00,33.5,985.9,256,40,37.9,448.9,53.3,0.9,5.7,29.7,47.6,2.1,31.9,18.7,148,22,0.4
18-10-2018 13:00,18-10-2018 13:15,33,985.6,256,40,40.8,331,62.1,0.7,5.2,31.1,47.5,1.4,33.9,19.2,143.7,22.3,0.4
18-10-2018 13:15,18-10-2018 13:30,32.8,985.4,256,40,39.9,414.7,50.5,1.5,4.6,34,47.9,1.8,37.5,21.4,136.5,22.2,0.4
18-10-2018 13:30,18-10-2018 13:45,32.4,985.3,None,40,39.2,292.7,42.2,1.5,4.4,43.2,46.8,1,38.2,21,133,21.9,0.4
18-10-2018 13:45,18-10-2018 14:00,32.7,985.2,266,31,37.8,337.3,46.6,1.2,4.2,44.6,44.4,None,39.1,20.1,129.3,21.4,0.4
18-10-2018 14:00,18-10-2018 14:15,33.2,985,266,31,35,414.9,135.1,0.7,4.4,39.2,43.2,None,34.6,18.3,124.9,21.6,0.3
18-10-2018 14:15,18-10-2018 14:30,34.4,985,266,31,33.3,367.4,74,0.6,4.4,48.5,42.2,1.1,31.3,17.5,130,21.9,0.3
18-10-2018 14:30,18-10-2018 14:45,34.5,984.8,None,31,32.1,344.1,138.5,0.6,4.4,45.3,40.8,0.6,27.7,15.1,131.7,22.2,0.2
18-10-2018 14:45,18-10-2018 15:00,34.2,984.7,246,40,34.8,288.1,79.4,0.5,4.5,30.7,39.5,None,37.5,19,133.8,22.3,0.3
18-10-2018 15:00,18-10-2018 15:15,33.2,984.6,246,40,37.6,252.2,113.4,0.2,4.3,31.2,39.7,1.2,38.6,21.5,136.2,22.3,0.3
18-10-2018 15:15,18-10-2018 15:30,34,984.5,246,40,35.7,235.2,63.7,0.7,4.6,46.7,40.2,1.2,44.4,24.7,127.7,22.3,0.3
18-10-2018 15:30,18-10-2018 15:45,32.8,984.5,None,40,37.3,194.3,27.3,1.2,5.5,49,41.3,1.4,59.7,32.9,117.8,None,0.3
18-10-2018 15:45,18-10-2018 16:00,32.4,984.5,257,41,37.4,154,27.5,1,6.1,34.6,37.5,2.3,60.7,34.3,111.2,None,0.4
18-10-2018 16:00,18-10-2018 16:15,32,984.4,257,41,39.9,111.6,21.6,0.5,5.8,31,36.4,1.4,63.9,35.3,107.1,None,0.4
18-10-2018 16:15,18-10-2018 16:30,31.1,984.5,257,41,42.4,68.3,66.6,0.3,5,30.4,34.9,1.1,75.2,41.4,87.2,21.3,0.4
18-10-2018 16:30,18-10-2018 16:45,30.2,984.6,None,41,43.6,48,102.7,0.2,4.9,35.8,37.3,None,59.7,30.9,94.7,21.5,None
18-10-2018 16:45,18-10-2018 17:00,29.3,984.6,243,35,46.8,34.2,21.1,0.2,5.1,50.9,36.3,None,60.2,31.7,78.4,20.9,0.5
18-10-2018 17:00,18-10-2018 17:15,28,984.7,243,35,54.2,20.6,21,0.4,5.5,67.4,36.4,None,64.7,34.4,59.7,19.5,0.6
18-10-2018 17:15,18-10-2018 17:30,26.8,984.8,243,35,57,9,56.3,0.2,5.9,83.1,37.7,2.8,90.8,50.7,34,18.1,0.8
18-10-2018 17:30,18-10-2018 17:45,25.9,984.8,None,35,59.9,2.7,123.4,0.1,7,164.2,38.3,29.6,130.1,93.4,4.4,17.3,1.3
18-10-2018 17:45,18-10-2018 18:00,25.4,984.8,254,31,61.2,1.4,39.3,0.3,8.4,229.9,38.9,30.2,132.1,94.5,4.4,16.9,1.4
18-10-2018 18:00,18-10-2018 18:15,25.1,984.9,254,31,61.1,1,130.7,0.1,9.2,199.6,37,49.7,140.6,115,3.8,16.8,1.6
18-10-2018 18:15,18-10-2018 18:30,24.8,985,254,31,63,1.1,63.8,0.2,9.6,155.4,40.6,60,141.4,123.8,4.2,17.6,1.8
18-10-2018 18:30,18-10-2018 18:45,24.6,985,None,31,63.4,0.7,169.9,0.2,12.4,200.9,40.5,107.4,139.7,161.5,4.4,18.1,2.4
18-10-2018 18:45,18-10-2018 19:00,24.5,985.2,248,34,63.6,0.9,102.2,0.1,14.2,243.7,41.1,117.1,154.4,177.6,4.2,19.2,2.7
18-10-2018 19:00,18-10-2018 19:15,24.2,985.4,248,34,67,1.1,69.2,0.2,15.2,238.9,42.4,107.7,140,162,4.7,21.1,2.6
18-10-2018 19:15,18-10-2018 19:30,24,985.5,248,34,69.5,1.1,38,0.1,16.8,289.1,44.2,108.7,137.9,161.9,4.7,21.9,2.9
18-10-2018 19:30,18-10-2018 19:45,24.4,985.6,None,34,69.6,1.1,72.7,0.2,18.1,344.9,44.6,147.6,142.7,196.3,4.1,21.8,3.9
18-10-2018 19:45,18-10-2018 20:00,25.1,985.6,307,42,65.4,0.8,163.5,0.2,24,443.9,42.4,144.8,134.4,189.5,6,23.9,4
18-10-2018 20:00,18-10-2018 20:15,24.4,985.8,307,42,70.6,0.8,158.9,0.4,30.6,None,44.3,156,125.8,194.1,7.3,25.1,4.6
18-10-2018 20:15,18-10-2018 20:30,24.1,985.9,307,42,74,0.7,176.3,0.5,32.3,None,47.7,186.4,108.9,209.8,9.3,25.3,5.3
18-10-2018 20:30,18-10-2018 20:45,23.7,986,None,42,74.4,1,138.7,0.1,30.8,412,58.4,235.8,122.5,257,11.2,25.6,None
18-10-2018 20:45,18-10-2018 21:00,23.6,986.2,431,66,73.4,1.3,56.7,0.2,30.6,383.8,46.9,244.3,118.9,262.6,10.1,26.2,5
18-10-2018 21:00,18-10-2018 21:15,23.4,986.3,431,66,74.4,1.2,36.2,0.3,32.2,378.4,54.4,260.1,121,276.6,9.2,26,5.1
18-10-2018 21:15,18-10-2018 21:30,23.2,986.2,431,66,75.2,0.6,174.3,0.4,31.8,387.7,53.1,274.8,119.6,287.7,7.8,26.3,5.1
18-10-2018 21:30,18-10-2018 21:45,23.3,986.4,None,66,75,1.2,83.8,0.1,31.5,394.5,51.3,304.1,116.5,309.8,7.1,None,5.2
18-10-2018 21:45,18-10-2018 22:00,23.4,986.4,416,67,74.9,1.1,62.4,0.2,30.6,371.1,48.9,321.3,110,320.2,6.6,25.2,5.3
18-10-2018 22:00,18-10-2018 22:15,23.3,986.4,416,67,75.2,0.9,151.1,0.3,30,355.3,50.6,335.3,117.3,335.8,6.6,24,5.6
18-10-2018 22:15,18-10-2018 22:30,23.3,986.3,416,67,77.4,0.6,171.6,0.7,30,346.2,52.9,345,109.7,339.6,7.7,24.9,5.9
18-10-2018 22:30,18-10-2018 22:45,23.2,986.4,None,67,77.5,1,113,0.2,30.1,334.3,53.1,341.8,110,337.1,6.1,24.8,5.7
18-10-2018 22:45,18-10-2018 23:00,22.8,986.6,379,67,78.7,1.4,25.5,0.4,30.8,330.7,51.5,347.4,105.3,339.2,6.4,24.7,5.6
18-10-2018 23:00,18-10-2018 23:15,22.8,986.5,379,67,76.6,1.2,93.4,0.2,30.5,327.6,50.5,297.6,109.9,300.9,5.4,23.2,4.9
18-10-2018 23:15,18-10-2018 23:30,22.6,986.7,379,67,77.3,1.5,41.5,0.4,30.6,311.6,48,283.3,112.1,290.7,5.6,23.5,4.6
18-10-2018 23:30,18-10-2018 23:45,22.4,986.7,None,67,78.7,1.5,29.9,0.5,29.3,273.2,49.6,274.8,116.8,286.3,4.6,22.5,4.4
18-10-2018 23:45,19-10-2018 00:00,22.3,986.7,354,55,78.7,1.5,31.6,0.5,29.3,261.9,51.3,261.7,118,276,3.7,20.9,4.2
19-10-2018 00:00,19-10-2018 00:15,22.1,986.5,354,55,79.6,1.1,79.5,0.2,26.6,253.1,53.7,226.1,107.7,241.8,0.2,19.6,3.8
19-10-2018 00:15,19-10-2018 00:30,22.1,986.5,354,55,79.7,1.1,94,0.2,25,246.8,45.3,197.2,101.7,213.8,None,19.1,3.3
19-10-2018 00:30,19-10-2018 00:45,22,986.4,None,57,78.1,1.1,116.7,0.1,24.6,244.8,43.3,135.4,104.2,165.7,1.2,18.1,None
19-10-2018 00:45,19-10-2018 01:00,21.5,986.4,350,57,78.6,1,129.9,0.2,23.2,224,46,106.8,106.9,144.1,None,18.5,1.4
19-10-2018 01:00,19-10-2018 01:15,21.5,986.4,350,57,77,0.9,149.3,0.4,21.3,196.6,44,95.9,103.7,133.6,None,18.1,1.1
19-10-2018 01:15,19-10-2018 01:30,21.3,986.4,350,57,74.7,0.8,155.2,0.3,19.9,179.5,43.4,74.7,99.9,114.2,None,17.6,0.9
19-10-2018 01:30,19-10-2018 01:45,21.2,986.5,None,41,72,1.1,72.6,0.2,18.9,169.2,35.2,53.5,96.7,95,2.9,17,0.6
19-10-2018 01:45,19-10-2018 02:00,21.2,986.3,255,41,68.2,0.8,172.5,0.3,16.6,145,None,None,None,None,3.6,None,None
19-10-2018 02:00,19-10-2018 02:15,21.5,986.3,255,41,61.7,0.7,164.4,0.5,14.4,125.2,None,None,None,None,3.2,None,None
19-10-2018 02:15,19-10-2018 02:30,21.9,986.3,255,41,57.6,0.6,184.1,0.6,12.5,99.5,None,None,None,None,3.2,None,None
19-10-2018 02:30,19-10-2018 02:45,22,986.3,None,41,55.7,0.6,181,0.6,16,83.5,26,5.6,73.2,43.5,4.1,16.8,None
19-10-2018 02:45,19-10-2018 03:00,21.7,986.4,224,40,57.2,0.7,164.7,0.6,12.8,61.7,26.4,1,65.3,35.6,5.2,18.1,None
